Customer_ID,Customer_Name,Age,Gender,Email,Phone,Product_Category,Quantity,Unit_Price,Discount_Percentage,Order_Amount,Order_Date,Delivery_Date,Payment_Status,Payment_Method,Country_Code,Customer_Status
CUST0042,Rahul Singh,34.0,Female,rahul.singh42@example.com,9297872562,Electronics,3.0,19175.29,3.82,55328.38,2024-05-22,2024-05-29,Pending,Net Banking,UK,Inactive
CUST0043,Arun Singh,65.0,Other,arun.singh43@example.com,9309920580,Home & Kitchen,7.0,20590.45,31.84,98241.16,2025-02-21,2025-02-22,Paid,Debit Card,UK,Inactive
CUST0044,Karthik Kumar,58.0,Other,karthik.kumar44@example.com,7333770661,Electronics,5.0,9442.62,47.81,24640.52,2024-06-02,2024-06-12,Paid,UPI,AU,Inactive
CUST0045,Arun Patel,63.0,Female,arun.patel45@example.com,7069936442,Books,9.0,47648.06,38.39,264203.73,2024-06-30,2024-07-09,Paid,Net Banking,AU,Active
CUST0046,Priya Raj,20.0,Female,priya.raj46@example.com,7773471739,Clothing,9.0,5347.45,16.79,40046.52,2026-05-05,2026-05-12,Pending,Debit Card,US,Inactive
CUST0047,Rahul Patel,33.0,Male,rahul.patel47@example.com,7244464399,Sports,7.0,6381.14,5.72,42112.97,2024-10-12,2024-10-16,Failed,Credit Card,SG,Active
CUST0048,Vijay Kumar,52.0,Other,vijay.kumar48@example.com,8507389136,Books,4.0,22821.47,40.31,54488.54,2024-07-13,2024-07-17,Failed,Cash,SG,Active
CUST0049,Divya Kumar,39.0,Other,divya.kumar49@example.com,8035181171,Electronics,9.0,38992.12,24.46,265091.83,2025-02-24,2025-03-01,Pending,Credit Card,US,Inactive
CUST0050,Divya Nair,37.0,Female,divya.nair50@example.com,7121869326,Sports,7.0,49800.61,48.91,178101.92,2026-04-30,2026-05-05,Failed,UPI,AE,Active
CUST0051,Arun Sharma,24.0,Male,arun.sharma51@example.com,9494858007,Books,7.0,46891.4,25.8,243553.93,2025-12-18,2025-12-26,Paid,Credit Card,CA,Inactive
CUST0052,Rahul Nair,59.0,Male,rahul.nair52@example.com,8492385724,Electronics,6.0,20825.82,14.12,107311.29,2025-08-22,2025-08-23,Failed,Debit Card,IN,Active
CUST0053,Arun Nair,31.0,Other,arun.nair53@example.com,7191286355,Books,2.0,22254.99,49.14,22637.78,2026-08-03,2026-08-04,Refunded,Cash,AE,Inactive
CUST0054,Vijay Singh,55.0,Male,vijay.singh54@example.com,7984964349,Sports,10.0,24877.65,45.06,136677.81,2025-10-20,2025-10-26,Refunded,Cash,AU,Inactive
CUST0055,Karthik Nair,56.0,Female,karthik.nair55@example.com,9359058391,Books,1.0,31960.3,23.45,24465.61,2024-02-27,2024-03-01,Refunded,Credit Card,UK,Active
CUST0056,Divya Kumar,35.0,Male,divya.kumar56@example.com,9134125905,Clothing,7.0,44021.8,28.45,220483.19,2024-12-11,2024-12-15,Paid,Cash,AU,Inactive
CUST0057,Divya Das,44.0,Female,divya.das57@example.com,9088004564,Books,3.0,26162.21,13.25,68087.15,2024-01-29,2024-02-06,Paid,UPI,SG,Inactive
CUST0058,Divya Sharma,27.0,Female,divya.sharma58@example.com,8013382831,Electronics,4.0,11450.13,27.99,32980.95,2024-08-17,2024-08-25,Failed,Debit Card,AU,Active
CUST0059,Karthik Nair,65.0,Female,karthik.nair59@example.com,7509468130,Home & Kitchen,9.0,1649.41,18.24,12137.02,2026-04-20,2026-04-23,Paid,Cash,UK,Inactive
CUST0060,Divya Singh,60.0,Female,divya.singh60@example.com,9174242033,Sports,1.0,9873.84,34.47,6470.33,2025-06-09,2025-06-14,Pending,Net Banking,UK,Active
CUST0061,Anitha Kumar,22.0,Male,anitha.kumar61@example.com,9945687000,Clothing,3.0,48209.87,35.43,93387.34,2024-04-17,2024-04-20,Pending,Cash,CA,Inactive
CUST0062,Meena Sharma,34.0,Other,meena.sharma62@example.com,9911935830,Clothing,1.0,17700.96,11.08,15739.69,2024-01-17,2024-01-26,Pending,UPI,AE,Active
CUST0063,Meena Singh,63.0,Other,meena.singh63@example.com,9654895875,Clothing,4.0,39195.45,2.45,152940.65,2025-04-03,2025-04-11,Refunded,Credit Card,SG,Inactive
CUST0064,Kavya Nair,24.0,Female,kavya.nair64@example.com,7670999678,Sports,10.0,17197.37,30.0,120381.59,2025-02-03,2025-02-09,Paid,Credit Card,IN,Inactive
CUST0065,Karthik Nair,39.0,Male,karthik.nair65@example.com,9706975644,Books,5.0,8784.5,10.67,39235.97,2025-02-09,2025-02-15,Refunded,UPI,IN,Active
CUST0066,Meena Nair,25.0,Other,meena.nair66@example.com,8790870143,Clothing,4.0,38053.01,29.91,106685.42,2025-01-02,2025-01-06,Failed,Debit Card,US,Active
CUST0067,Karthik Patel,29.0,Female,karthik.patel67@example.com,7548433926,Sports,8.0,4772.78,32.45,25792.1,2024-06-23,2024-06-27,Failed,Credit Card,UK,Active
CUST0068,Anitha Sharma,57.0,Male,anitha.sharma68@example.com,8785754817,Home & Kitchen,9.0,42989.11,49.49,195424.2,2026-06-20,2026-06-29,Paid,Debit Card,UK,Active
CUST0069,Rahul Kumar,49.0,Other,rahul.kumar69@example.com,9939180143,Books,3.0,30606.16,45.1,50408.35,2024-05-07,2024-05-11,Refunded,Cash,CA,Active
CUST0070,Kavya Patel,20.0,Other,kavya.patel70@example.com,8289123260,Books,6.0,40069.72,30.73,166537.77,2024-02-06,2024-02-12,Refunded,Credit Card,CA,Active
CUST0071,Meena Nair,62.0,Other,meena.nair71@example.com,9841774530,Books,2.0,38011.99,40.59,45165.85,2024-05-09,2024-05-10,Refunded,Net Banking,US,Active
CUST0072,Arun Das,25.0,Female,arun.das72@example.com,7288421845,Home & Kitchen,3.0,19341.95,40.49,34531.18,2024-11-24,2024-11-30,Failed,Net Banking,CA,Active
CUST0073,Vijay Sharma,57.0,Other,vijay.sharma73@example.com,7566631104,Home & Kitchen,3.0,3435.49,18.59,8390.5,2024-08-02,2024-08-07,Pending,Debit Card,IN,Inactive
CUST0074,Vijay Singh,26.0,Other,vijay.singh74@example.com,8359963869,Sports,6.0,21099.76,9.16,115002.13,2025-08-09,2025-08-19,Refunded,UPI,US,Active
CUST0075,Priya Raj,40.0,Male,priya.raj75@example.com,9382571053,Home & Kitchen,8.0,34172.16,14.97,232452.7,2025-08-04,2025-08-10,Pending,UPI,AU,Inactive
CUST0076,Suresh Kumar,19.0,Malee,suresh.kumar76@example.com,9631369485,Home & Kitchen,3.0,36691.76,42.82,62941.05,2025-01-13,2025-01-20,Failed,Cash,AU,Inactive
CUST0077,Rahul Nair,,Female,rahul.nair77@example.com,8841953278,Clothing,9.0,,35.61,220824.72,2024-04-07,2024-04-17,Failed,Debit Card,US,Active
CUST0078,Divya Sharma,48.0,Male,divya.sharma78@example.com,9365522708,Books,4.0,19858.45,37.21,49876.48,2026-04-24,2026-05-01,Pending,UPI,IN,Inactive
CUST0079,Rahul Das,65.0,Male,rahul.das79@example.com,7211831428,Home & Kitchen,6.0,24967.51,43.79,84205.42,2026-09-16,2026-09-25,Paid,Cash,US,Inactive
CUST0080,Suresh Kumar,46.0,Female,suresh.kumar80@example.com,7168442520,Electronics,8.0,19254.62,5.29,145888.4,2026-02-21,2026-02-26,Failed,Net Banking,IN,Active
CUST0081,Suresh Das,63.0,Female,suresh.das81@example.com,9760165019,Books,7.0,27077.93,29.84,132985.13,2026-06-29,2026-07-07,Refunded,Cash,AU,Active
CUST0082,Anitha Das,31.0,Male,anitha.das82@example.com,9029495709,Books,7.0,4498.26,2.74,30625.05,2026-06-27,2026-07-01,Refunded,Net Banking,AU,Active
CUST0083,Priya Reddy,27.0,Female,priya.reddy83@example.com,7249972605,Books,5.0,10933.52,2.77,53153.31,2026-05-03,2026-05-06,Refunded,Cash,US,Active
CUST0084,Divya Das,23.0,Male,divya.das84@example.com,8033379584,Home & Kitchen,2.0,28913.07,16.0,48573.96,2026-01-14,2026-01-24,Pending,UPI,IN,Inactive
CUST0085,Arun Reddy,24.0,Female,arun.reddy85@example.com,7799467755,Clothing,8.0,34700.72,30.17,193852.1,2025-12-10,2025-12-13,Paid,Credit Card,UK,Inactive
CUST0086,Kavya Das,44.0,Male,kavya.das86@example.com,8982202117,Electronics,1.0,13444.64,3.38,12990.21,2025-05-26,2025-06-01,Paid,Debit Card,SG,Inactive
CUST0087,Suresh Nair,35.0,Male,suresh.nair87@example.com,7204725853,Electronics,2.0,30182.64,28.07,43420.75,2024-08-31,2024-09-07,Failed,UPI,AE,Active
CUST0088,Priya Patel,46.0,Male,priya.patel88@example.com,7186674535,Electronics,9.0,27326.83,29.93,172331.19,2026-08-18,2026-08-24,Pending,UPI,IN,Inactive
CUST0089,Karthik Nair,,Other,karthik.nair89@example.com,8173994110,Clothing,1.0,28569.93,40.21,17081.96,2025-06-10,2025-06-20,Paid,UPI,SG,Inactive
CUST0090,Anitha Kumar,48.0,Female,anitha.kumar90@example.com,8916348527,Electronics,6.0,49564.14,0.12,297027.98,2025-06-04,2025-06-05,Refunded,UPI,CA,Inactive
CUST0091,Vijay Singh,22.0,Other,vijay.singh91@example.com,7475484543,Clothing,10.0,23782.31,15.34,201341.04,2026-05-23,2026-05-24,Paid,Net Banking,SG,Inactive
CUST0092,Meena Das,20.0,Male,meena.das92@example.com,7005132759,Electronics,1.0,6618.33,26.01,4896.9,2024-11-03,2024-11-13,Failed,UPI,UK,Inactive
CUST0093,Divya Patel,57.0,Male,divya.patel93@example.com,8866164152,Clothing,7.0,20988.48,43.0,83744.04,2024-09-24,2024-09-28,Paid,Net Banking,AU,Active
CUST0094,Anitha Raj,30.0,Male,anitha.raj94@example.com,7687026593,Home & Kitchen,6.0,49661.33,30.74,206372.62,2025-12-26,2025-12-27,Refunded,UPI,AU,Inactive
CUST0095,Priya Raj,49.0,Other,priya.raj95@example.com,9875264745,Sports,3.0,4016.12,35.27,7798.9,2024-02-25,2024-03-02,Failed,Credit Card,SG,Active
CUST0096,Divya Singh,60.0,Female,divya.singh96@example.com,8841267588,Books,7.0,14476.5,125.0,79213.96,2025-05-31,2025-06-07,Paid,Debit Card,UK,Inactive
CUST0097,Priya Singh,56.0,Other,priya.singh97@example.com,9519151668,Sports,6.0,44944.34,46.57,144082.57,2025-06-15,2025-06-16,Pending,Cash,US,Inactive
CUST0098,Meena Patel,43.0,Female,meena.patel98@example.com,9068250011,Books,10.0,1403.65,20.46,11164.63,2026-06-02,2026-06-11,Failed,Cash,SG,Active
CUST0099,Anitha Kumar,27.0,Other,anitha.kumar99@example.com,7001991173,Books,6.0,6054.73,10.59,32481.2,2024-10-18,2024-10-20,Pending,Net Banking,SG,Active
CUST0100,Vijay Nair,26.0,Male,vijay.nair100@example.com,9585545855,Home & Kitchen,4.0,17850.54,19.82,57250.25,2026-07-14,2026-07-16,Refunded,UPI,UK,Inactive
CUST0101,Vijay Nair,40.0,Male,vijay.nair101@example.com,7125970011,Sports,1.0,24306.93,47.86,12673.63,2025-07-05,2025-07-10,Pending,Net Banking,SG,Inactive
CUST0102,Meena Reddy,56.0,Female,meena.reddy102@example.com,8394549751,Home & Kitchen,7.0,47218.37,30.94,228263.04,2024-07-21,2024-07-31,Failed,Net Banking,US,Active
CUST0103,Vijay Reddy,29.0,Male,vijay.reddy103@example.com,8620564731,Home & Kitchen,3.0,35979.85,2.67,105057.56,2025-06-20,2025-06-25,Refunded,Debit Card,IN,Inactive
CUST0104,Kavya Singh,54.0,Male,kavya.singh104@example.com,7440210078,Clothing,7.0,2619.21,37.97,11372.87,2025-02-28,2025-03-01,Refunded,UPI,UK,Inactive
CUST0105,Meena Raj,34.0,Female,meena.raj105@example.com,7504549157,Clothing,9.0,,49.2,214045.27,2026-08-27,2026-09-02,Pending,UPI,US,Inactive
CUST0106,Meena Das,38.0,Other,meena.das106@example.com,7451108211,Clothing,1.0,9647.95,17.67,7943.16,2026-06-01,2026-06-02,Refunded,Cash,AE,Active
CUST0107,Vijay Kumar,37.0,Male,vijay.kumar107@example.com,7038556491,Electronics,,7514.72,3.03,29148.1,2026-04-08,2026-04-16,Failed,UPI,IN,Active
CUST0108,Meena Singh,42.0,Male,meena.singh108@example.com,9105564004,Books,1.0,28503.67,4.93,27098.44,2026-02-09,2026-02-10,Paid,UPI,AU,Inactive
CUST0109,Kavya Singh,54.0,Male,kavya.singh109@example.com,,Home & Kitchen,1.0,49106.55,16.5,41003.97,2025-07-09,2025-07-16,Paid,Debit Card,IN,Inactive
CUST0110,Karthik Patel,33.0,Male,karthik.patel110@example.com,9611940995,Sports,8.0,42733.63,4.19,327544.73,2024-05-01,2024-05-04,Pending,Net Banking,CA,Active
CUST0111,Meena Singh,23.0,Other,meena.singh111@example.com,9438003887,Clothing,5.0,45437.88,44.32,126499.06,2025-01-06,2025-01-10,Paid,UPI,CA,Inactive
CUST0112,Rahul Reddy,34.0,Female,rahul.reddy112@example.com,8472257031,Home & Kitchen,4.0,41033.63,38.78,100483.15,2024-01-20,2024-01-23,Paid,Debit Card,AE,Inactive
CUST0113,Vijay Singh,27.0,Female,vijay.singh113@example.com,9303502454,Electronics,5.0,38785.71,49.77,97410.31,2026-01-03,2026-01-06,Failed,UPI,CA,Inactive
CUST0114,Arun Reddy,25.0,Other,arun.reddy114@example.com,7777714768,Clothing,1.0,21510.99,29.27,15214.72,2025-01-05,2025-01-08,Failed,Net Banking,AU,Inactive
CUST0115,Priya Nair,57.0,Female,priya.nair115@example.com,8650838740,Sports,4.0,27221.23,42.12,63022.59,2025-05-21,2025-05-25,Refunded,Net Banking,CA,Active
CUST0116,Vijay Das,55.0,Other,vijay.das116@example.com,8770635092,Clothing,1.0,44230.06,40.08,26502.65,2024-01-02,2024-01-09,Failed,Cash,AU,Active
CUST0117,Meena Raj,20.0,Male,,7880653788,Books,9.0,42912.03,4.72,367979.24,2026-02-22,2026-03-02,Failed,Debit Card,SG,Inactive
CUST0118,Arun Sharma,34.0,Male,arun.sharma118@example.com,7244549654,Home & Kitchen,8.0,28474.91,46.1,122783.81,2026-02-08,2026-02-15,Pending,Net Banking,UK,Active
CUST0119,Karthik Singh,19.0,Male,karthik.singh119@example.com,7650673240,Sports,10.0,15084.45,18.06,123601.98,2026-08-15,2026-08-22,Failed,Debit Card,AU,Active
CUST0120,Meena Das,31.0,Female,meena.das120@example.com,7778759289,Home & Kitchen,6.0,24356.73,4.96,138891.82,2024-05-29,2024-06-07,Paid,Debit Card,UK,Inactive
CUST0121,Suresh Singh,38.0,Other,suresh.singh121@example.com,8705128134,Books,10.0,44312.82,5.07,420661.6,2024-04-03,2024-04-04,Refunded,Credit Card,US,Active
CUST0122,Divya Patel,42.0,Female,divya.patel122@example.com,7770541621,Books,5.0,11210.97,16.78,46648.85,2026-04-05,2026-04-09,Paid,Net Banking,IN,Inactive
CUST0123,Kavya Raj,30.0,Female,kavya.raj123@example.com,9236690848,Sports,6.0,25157.75,4.27,144501.08,2024-03-04,2024-03-09,Pending,Debit Card,AU,Active
CUST0124,Rahul Reddy,48.0,Other,rahul.reddy124@example.com,9766272504,Electronics,6.0,46387.34,1.83,273230.71,2026-07-31,2026-08-01,Pending,Cash,CA,Inactive
CUST0125,Divya Das,26.0,Other,divya.das125@example.com,9324009950,Books,4.0,23844.61,29.14,67585.16,2025-12-25,2026-01-03,Refunded,UPI,AE,Active
CUST0126,Rahul Singh,38.0,Other,rahul.singh126@example.com,9310674009,Books,8.0,6076.44,2.32,47483.73,2025-06-05,2025-06-08,Paid,Cash,US,Inactive
CUST0127,Priya Das,44.0,Other,priya.das127@example.com,9220641054,Home & Kitchen,7.0,6290.98,2.52,42927.13,2025-10-17,2025-10-25,Failed,Net Banking,SG,Inactive
CUST0128,Suresh Singh,52.0,Male,suresh.singh128@example.com,9802523978,Sports,9.0,7315.06,13.63,56862.16,2026-03-14,2026-03-15,Pending,UPI,US,Active
CUST0129,Priya Singh,40.0,Female,priya.singh129@example.com,9233838005,Sports,7.0,28791.4,48.83,103127.92,2024-07-25,2024-08-01,Pending,Cash,US,Active
CUST0130,Meena Patel,54.0,Male,meena.patel130@example.com,7958125453,Sports,7.0,39698.58,33.52,184741.31,2025-08-04,2025-08-10,Failed,Net Banking,IN,Active
CUST0131,Arun Sharma,32.0,Female,arun.sharma131@example.com,7543430149,Books,8.0,2405.71,18.42,15700.63,2025-04-27,2025-04-28,Refunded,Credit Card,AU,Active
CUST0132,Arun Patel,48.0,Other,arun.patel132@example.com,8954978183,Sports,2.0,20101.65,11.16,35716.61,2024-10-30,2024-11-03,Refunded,Cash,IN,Inactive
CUST0133,Karthik Singh,23.0,Male,karthik.singh133@example.com,9246535313,Electronics,10.0,14819.7,44.68,81982.58,2025-05-31,2025-06-05,Paid,UPI,,Active
CUST0134,Vijay Singh,50.0,Female,vijay.singh134@example.com,7631944690,Books,7.0,30070.73,25.2,157450.34,2025-12-16,2025-12-19,Failed,Cash,US,Active
CUST0135,Karthik Raj,21.0,Male,karthik.raj135@example.com,8881818723,Clothing,4.0,1553.74,28.78,4426.29,2025-06-12,2025-06-13,Pending,UPI,US,Inactive
CUST0136,Anitha Das,53.0,Other,anitha.das136@example.com,7812889595,Home & Kitchen,1.0,15177.09,15.1,12885.35,2024-03-02,2024-03-10,Failed,UPI,US,Active
CUST0137,Meena Raj,30.0,Female,meena.raj137@example.com,9502385896,Sports,6.0,10763.13,24.68,48640.74,2026-02-06,2026-02-14,Failed,Credit Card,IN,Inactive
CUST0138,Kavya Singh,59.0,Female,kavya.singh138@example.com,7798594177,Clothing,6.0,42025.03,2.14,246754.17,2024-12-11,2024-12-17,Paid,Cash,UK,Inactive
CUST0139,Kavya Singh,55.0,Female,kavya.singh139@example.com,9468782808,Electronics,5.0,7523.98,10.35,33726.24,2024-10-05,2024-10-11,Pending,Cash,IN,Active
CUST0140,Vijay Raj,18.0,Male,vijay.raj140@example.com,7111419082,Books,1.0,17789.85,7.43,16468.06,2024-10-31,2024-11-06,Pending,Credit Card,AE,Inactive
CUST0141,Divya Kumar,46.0,Female,divya.kumar141@example.com,9675425836,Home & Kitchen,6.0,46968.33,26.36,207524.87,2024-04-07,2024-04-12,Refunded,Debit Card,UK,Active
CUST0142,Karthik Patel,55.0,Male,karthik.patel142@example.com,9147006646,Sports,3.0,7673.96,21.09,18166.57,2026-05-16,2026-05-18,Pending,Debit Card,AE,Inactive
CUST0143,Anitha Raj,41.0,Other,anitha.raj143@example.com,8714288146,Books,7.0,42651.56,10.58,266973.17,2024-03-03,2024-03-12,Paid,Credit Card,AU,Active
CUST0144,Arun Das,61.0,Other,arun.das144@example.com,7190627992,Home & Kitchen,10.0,8083.4,38.97,49332.99,2026-07-23,2026-07-28,Paid,Net Banking,AU,Active
CUST0145,Suresh Raj,55.0,Male,suresh.raj145@example.com,7504684084,Electronics,8.0,6420.87,23.63,39228.95,2025-11-13,2025-11-21,Paid,Debit Card,IN,Active
CUST0146,Arun Reddy,54.0,Female,arun.reddy146@example.com,7255856907,Clothing,7.0,13610.33,7.61,88022.09,2026-08-11,2026-08-16,Paid,UPI,SG,Inactive
CUST0147,Anitha Raj,52.0,Female,anitha.raj147@example.com,7877356673,Sports,10.0,21955.85,2.48,214113.45,2026-05-06,2026-05-14,Paid,Cash,UK,Inactive
CUST0148,Karthik Nair,38.0,Other,karthik.nair148@example.com,9506404282,Clothing,5.0,31215.85,30.59,108334.61,2024-01-08,2024-01-11,Pending,Cash,IN,Inactive
CUST0149,Vijay Singh,64.0,Male,vijay.singh149@example.com,8259195489,Sports,2.0,503.62,2.93,977.73,2025-05-11,2025-05-21,Pending,Debit Card,AE,Active
CUST0150,Priya Patel,40.0,Female,priya.patel150@example.com,8025217380,Home & Kitchen,3.0,9406.05,21.59,22125.85,2026-01-11,2026-01-13,Refunded,Debit Card,IN,Active
CUST0151,Priya Raj,63.0,Male,priya.raj151@example.com,9130618422,Electronics,10.0,41833.86,45.43,228287.37,2025-12-31,2026-01-02,Failed,Debit Card,AE,Inactive
CUST0152,Kavya Sharma,21.0,Other,kavya.sharma152@example.com,9904262858,Clothing,9.0,21904.29,1.58,194023.82,2024-05-09,2024-05-16,Pending,UPI,IN,Active
